# Total Jobs Found: 363, Scrape Date: 2026-01-07 13:23:03
title,company,location,posted_date,link,source
Tech & Data Manager,Publicis Global Delivery (PGD),"Quatre Bornes, Plaines Wilhems District, Mauritius",2025-12-09,https://mu.linkedin.com/jobs/view/tech-data-manager-at-publicis-global-delivery-pgd-4342767412?position=2&pageNum=0&refId=3e%2F3GH%2B0dhvW3vvcEO5vSQ%3D%3D&trackingId=7nswngs7u2TqHtnZx5ohZQ%3D%3D,LinkedIn
Business Data Analyst,IQ-EQ,"Port Louis, Mauritius",2026-01-05,https://mu.linkedin.com/jobs/view/business-data-analyst-at-iq-eq-4354523480?position=3&pageNum=0&refId=3e%2F3GH%2B0dhvW3vvcEO5vSQ%3D%3D&trackingId=Z1pv6So8HQwRU%2BPC5TyI%2FQ%3D%3D,LinkedIn
*******,**** ***** ***,"É*è**, ****, *********",2025-12-22,https://mu.linkedin.com/jobs/view/manager-at-apex-group-ltd-4282888765?position=4&pageNum=0&refId=3e%2F3GH%2B0dhvW3vvcEO5vSQ%3D%3D&trackingId=Kq9W1rqwM1s1vc%2BhhAhwnA%3D%3D,LinkedIn
****** ********** *******,*******,"****, *********",2025-12-22,https://mu.linkedin.com/jobs/view/client-onboarding-officer-at-ocorian-4345618425?position=5&pageNum=0&refId=3e%2F3GH%2B0dhvW3vvcEO5vSQ%3D%3D&trackingId=TMven9BPq%2BLk750Uel5GeA%3D%3D,LinkedIn
****** ********** *********,**** ***********,"É*è**, ****, *********",2025-12-18,https://mu.linkedin.com/jobs/view/player-protection-executive-at-rank-interactive-4344606214?position=6&pageNum=0&refId=3e%2F3GH%2B0dhvW3vvcEO5vSQ%3D%3D&trackingId=%2BhuTyxbcdL278P%2B%2BMEt6VQ%3D%3D,LinkedIn
********* ********* *******,** ***********,"*** *****, *******, *********",2025-12-19,https://mu.linkedin.com/jobs/view/financial-reporting-officer-at-er-hospitality-4344876284?position=7&pageNum=0&refId=3e%2F3GH%2B0dhvW3vvcEO5vSQ%3D%3D&trackingId=tND%2B2ZiRHLF0vKKwhz03qw%3D%3D,LinkedIn
Compliance Officer,Providence,"Port Louis, Mauritius",2026-01-07,https://mu.linkedin.com/jobs/view/compliance-officer-at-providence-4358267940?position=1&pageNum=0&refId=%2FdpD1X%2BKTVwZAEp3njsaDg%3D%3D&trackingId=KZR41ARkfyBLO8ACZ99ldw%3D%3D,LinkedIn
Monitoring and Reporting Fiduciary Manager,Standard Bank Group,"Ébène, Moka, Mauritius",2026-01-02,https://mu.linkedin.com/jobs/view/monitoring-and-reporting-fiduciary-manager-at-standard-bank-group-4329946222?position=2&pageNum=0&refId=%2FdpD1X%2BKTVwZAEp3njsaDg%3D%3D&trackingId=1uApARJkBTHZRGQr%2FsJ7ZA%3D%3D,LinkedIn
Sales Manager,ServiQual,"Riche Terre, Pamplemousses, Mauritius",2025-11-26,https://mu.linkedin.com/jobs/view/sales-manager-at-serviqual-4324661245?position=3&pageNum=0&refId=%2FdpD1X%2BKTVwZAEp3njsaDg%3D%3D&trackingId=ER9l0D57WFThrutCPOAZdA%3D%3D,LinkedIn
Business Data Analyst,IQ-EQ,"Port Louis, Mauritius",2026-01-05,https://mu.linkedin.com/jobs/view/business-data-analyst-at-iq-eq-4354523480?position=1&pageNum=0&refId=xh2b7pcKPjRjrZXbsRW5kQ%3D%3D&trackingId=J%2FpS8Yczy%2FbXiBeT74XL2Q%3D%3D,LinkedIn
Consultant Microsoft BI (Talan Mauritius),Talan,"Moka, Moka, Mauritius",2025-12-27,https://mu.linkedin.com/jobs/view/consultant-microsoft-bi-talan-mauritius-at-talan-4322671910?position=2&pageNum=0&refId=xh2b7pcKPjRjrZXbsRW5kQ%3D%3D&trackingId=IQZ%2F5a5b9YmHc6rpbqZkKg%3D%3D,LinkedIn
Junior Data Analyst,Sightness,"Vacoas, Plaines Wilhems District, Mauritius",2026-01-07,https://mu.linkedin.com/jobs/view/junior-data-analyst-at-sightness-4351642291?position=3&pageNum=0&refId=xh2b7pcKPjRjrZXbsRW5kQ%3D%3D&trackingId=dplHB4Oor%2FLPMMqt0tFt4Q%3D%3D,LinkedIn
**** *******,******** **********,*********,2025-11-15,https://mu.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336235154?position=4&pageNum=0&refId=xh2b7pcKPjRjrZXbsRW5kQ%3D%3D&trackingId=z5oF9GZanpPfj56WKuqzeA%3D%3D,LinkedIn
********* **** *******,*********,"******, ******* ******* ********, *********",2026-01-07,https://mu.linkedin.com/jobs/view/confirmed-data-analyst-at-sightness-4351752358?position=5&pageNum=0&refId=xh2b7pcKPjRjrZXbsRW5kQ%3D%3D&trackingId=%2BQTZidwu6x8n2iMeTTD2Dw%3D%3D,LinkedIn
**** *******,****,"******, ******* ******* ********, *********",2026-01-02,https://mu.linkedin.com/jobs/view/data-analyst-at-rapp-4280154382?position=6&pageNum=0&refId=xh2b7pcKPjRjrZXbsRW5kQ%3D%3D&trackingId=PTUBHW9t1TpMTq5RzVKT0Q%3D%3D,LinkedIn
******* - **** *******,******* ********,"******* ******* ********, *********",2025-12-26,https://mu.linkedin.com/jobs/view/analyst-data-privacy-at-allianz-services-4346208694?position=7&pageNum=0&refId=xh2b7pcKPjRjrZXbsRW5kQ%3D%3D&trackingId=SF5kzghjPB%2BLFin90lTcSw%3D%3D,LinkedIn
Senior Data & Power BI Developer,Accenture,"Ébène, Moka, Mauritius",2025-12-19,https://mu.linkedin.com/jobs/view/senior-data-power-bi-developer-at-accenture-4327959852?position=1&pageNum=0&refId=1HKNqwpsK6XVCDtVkWKjFQ%3D%3D&trackingId=XJa6jEXNrA%2BHHUbiaffCkw%3D%3D,LinkedIn
Business Data Analyst,IQ-EQ,"Port Louis, Mauritius",2026-01-05,https://mu.linkedin.com/jobs/view/business-data-analyst-at-iq-eq-4354523480?position=2&pageNum=0&refId=1HKNqwpsK6XVCDtVkWKjFQ%3D%3D&trackingId=CTVHzdl81yX%2FNNTZwOJAdA%3D%3D,LinkedIn
Junior Data Analyst,Sightness,"Vacoas, Plaines Wilhems District, Mauritius",2026-01-07,https://mu.linkedin.com/jobs/view/junior-data-analyst-at-sightness-4351642291?position=3&pageNum=0&refId=1HKNqwpsK6XVCDtVkWKjFQ%3D%3D&trackingId=MMvKwUEWSxMKLykAZQlvKA%3D%3D,LinkedIn
********* **** *******,*********,"******, ******* ******* ********, *********",2026-01-07,https://mu.linkedin.com/jobs/view/confirmed-data-analyst-at-sightness-4351752358?position=4&pageNum=0&refId=1HKNqwpsK6XVCDtVkWKjFQ%3D%3D&trackingId=MeN1cSQFULI9roUSC3Q3Jg%3D%3D,LinkedIn
**** *******,******** **********,*********,2025-11-15,https://mu.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336235154?position=5&pageNum=0&refId=1HKNqwpsK6XVCDtVkWKjFQ%3D%3D&trackingId=M8UfCyzhd09zntbMMvO7uw%3D%3D,LinkedIn
*** ********* (********* / ***** **** *******),** **** *********,"******* ******* ********, *********",2025-12-10,https://mu.linkedin.com/jobs/view/etl-developer-snowflake-azure-data-factory-at-sd-worx-mauritius-4340494156?position=6&pageNum=0&refId=1HKNqwpsK6XVCDtVkWKjFQ%3D%3D&trackingId=U7GaYPSjM6he8Z%2FMn31n%2Bw%3D%3D,LinkedIn
**** *******,****,"******, ******* ******* ********, *********",2026-01-02,https://mu.linkedin.com/jobs/view/data-analyst-at-rapp-4280154382?position=7&pageNum=0&refId=1HKNqwpsK6XVCDtVkWKjFQ%3D%3D&trackingId=dD0%2BHu%2Bcr6gEihcglUcdPg%3D%3D,LinkedIn
Business Analyst,Cim Finance,"Port Louis, Mauritius",2026-01-06,https://mu.linkedin.com/jobs/view/business-analyst-at-cim-finance-4354654811?position=1&pageNum=0&refId=wWpy9voK3uba8Hc%2Bt4kBPQ%3D%3D&trackingId=dQb2p%2Bg2NA3yHmM0PPF8Gg%3D%3D,LinkedIn
Business Data Analyst,IQ-EQ,"Port Louis, Mauritius",2026-01-05,https://mu.linkedin.com/jobs/view/business-data-analyst-at-iq-eq-4354523480?position=2&pageNum=0&refId=wWpy9voK3uba8Hc%2Bt4kBPQ%3D%3D&trackingId=ila%2FWVszrlm9rM3vBNM0zA%3D%3D,LinkedIn
"Senior Analyst, Business Process Specialist",Checkout.com,"Moka, Mauritius",2026-01-05,https://mu.linkedin.com/jobs/view/senior-analyst-business-process-specialist-at-checkout-com-4354327665?position=3&pageNum=0&refId=wWpy9voK3uba8Hc%2Bt4kBPQ%3D%3D&trackingId=BMXkDN1ZtWotUGk6LKn9HA%3D%3D,LinkedIn
******** *******,*********,"É*è**, ****, *********",2025-12-19,https://mu.linkedin.com/jobs/view/business-analyst-at-accenture-4327959826?position=4&pageNum=0&refId=wWpy9voK3uba8Hc%2Bt4kBPQ%3D%3D&trackingId=soO8jN5vjL3E%2BtSpp45jcQ%3D%3D,LinkedIn
** ******** *******,*********,"É*è**, ****, *********",2025-12-19,https://mu.linkedin.com/jobs/view/it-business-analyst-at-accenture-4328151013?position=5&pageNum=0&refId=wWpy9voK3uba8Hc%2Bt4kBPQ%3D%3D&trackingId=TWwDPRiVHU9B5hvkv4KgyQ%3D%3D,LinkedIn
"******* *, ****** ************* *** *********",********.***,"****, *********",2025-12-23,https://mu.linkedin.com/jobs/view/analyst-i-scheme-registrations-and-reporting-at-checkout-com-4345868926?position=6&pageNum=0&refId=wWpy9voK3uba8Hc%2Bt4kBPQ%3D%3D&trackingId=d1NEX3dNvjYDBFno7fEAbw%3D%3D,LinkedIn
Tech & Data Manager,Publicis Global Delivery (PGD),"Quatre Bornes, Plaines Wilhems District, Mauritius",2025-12-09,https://mu.linkedin.com/jobs/view/tech-data-manager-at-publicis-global-delivery-pgd-4342767412?position=1&pageNum=0&refId=%2FHpSBSnCRBuYbdB5p9fs9Q%3D%3D&trackingId=JDiz90lfbuT%2BWBh4ULgkWA%3D%3D,LinkedIn
Consultant Microsoft BI (Talan Mauritius),Talan,"Moka, Moka, Mauritius",2025-12-27,https://mu.linkedin.com/jobs/view/consultant-microsoft-bi-talan-mauritius-at-talan-4322671910?position=1&pageNum=0&refId=fSo3ejOYa1%2BkeiWBhwA8lA%3D%3D&trackingId=FYZkyDK1PDXk5ScvG5L32A%3D%3D,LinkedIn
Senior Data & Power BI Developer,Accenture,"Ébène, Moka, Mauritius",2025-12-19,https://mu.linkedin.com/jobs/view/senior-data-power-bi-developer-at-accenture-4327959852?position=1&pageNum=0&refId=gqS6gfSpSslgRocnTQLptQ%3D%3D&trackingId=wwbnH5To%2BzbA58XZCz2OTw%3D%3D,LinkedIn
Business Analyst,Cim Finance,"Port Louis, Mauritius",2026-01-06,https://mu.linkedin.com/jobs/view/business-analyst-at-cim-finance-4354654811?position=1&pageNum=0&refId=hlKSjsmq3hT3jGSOZk68og%3D%3D&trackingId=DJiGuOP6YfHNfkoZY%2FO93w%3D%3D,LinkedIn
Business Analyst,Accenture,"Ébène, Moka, Mauritius",2025-12-19,https://mu.linkedin.com/jobs/view/business-analyst-at-accenture-4327959826?position=2&pageNum=0&refId=hlKSjsmq3hT3jGSOZk68og%3D%3D&trackingId=YrKQym%2BHDQ%2F7AwXNJeB%2B8w%3D%3D,LinkedIn
Business Data Analyst,IQ-EQ,"Port Louis, Mauritius",2026-01-05,https://mu.linkedin.com/jobs/view/business-data-analyst-at-iq-eq-4354523480?position=3&pageNum=0&refId=hlKSjsmq3hT3jGSOZk68og%3D%3D&trackingId=NKR08sc%2FaM8vM1RA%2FTb8ZQ%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Seychelles,2025-11-15,https://sc.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336145353?position=1&pageNum=0&refId=wI%2BB1ceKRl78j0ZxCQMBjQ%3D%3D&trackingId=lgEB3SRte%2BWZ4WHoN7M0PA%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Seychelles,2025-11-15,https://sc.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336145358?position=2&pageNum=0&refId=wI%2BB1ceKRl78j0ZxCQMBjQ%3D%3D&trackingId=Nl28VnmKqBY5vWdiRvXFwA%3D%3D,LinkedIn
Zoho Developer,Odixcity Consulting,Seychelles,2025-12-22,https://sc.linkedin.com/jobs/view/zoho-developer-at-odixcity-consulting-4345822813?position=3&pageNum=0&refId=wI%2BB1ceKRl78j0ZxCQMBjQ%3D%3D&trackingId=k%2BGWyShzFl9Ja7vMheks4w%3D%3D,LinkedIn
******* **********,*** **********,"********, **********",2025-12-16,https://sc.linkedin.com/jobs/view/analyst-programmer-at-fsa-seychelles-4344154338?position=4&pageNum=0&refId=wI%2BB1ceKRl78j0ZxCQMBjQ%3D%3D&trackingId=u3IsxTLQUT6YO%2FiTiKM6ng%3D%3D,LinkedIn
***/*** ******* - ******* ****** (********),*******,"********, **********",2025-12-31,https://sc.linkedin.com/jobs/view/kyb-kyc-analyst-digital-assets-victoria-at-keyrock-4322859321?position=5&pageNum=0&refId=wI%2BB1ceKRl78j0ZxCQMBjQ%3D%3D&trackingId=DeJXbhIlL8B8dhVeNCiwDQ%3D%3D,LinkedIn
****** *********,******** **********,**********,2025-11-14,https://sc.linkedin.com/jobs/view/python-developer-at-odixcity-consulting-4335906995?position=6&pageNum=0&refId=wI%2BB1ceKRl78j0ZxCQMBjQ%3D%3D&trackingId=9fV2hBPjkEhN8Et%2FG2oHtA%3D%3D,LinkedIn
***** ********,******** **********,**********,2025-11-15,https://sc.linkedin.com/jobs/view/cloud-engineer-at-odixcity-consulting-4336255083?position=7&pageNum=0&refId=wI%2BB1ceKRl78j0ZxCQMBjQ%3D%3D&trackingId=UHLQIjx0VrewkMYv0LS2hA%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Seychelles,2025-11-15,https://sc.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336145353?position=1&pageNum=0&refId=Ds1jUrfsGZ%2FwepTfHq4Dpw%3D%3D&trackingId=tDmmtaED6ki6eSNrN4gbeQ%3D%3D,LinkedIn
Rust Engineer - Platform Trading,Keyrock,"Victoria, Seychelles",2026-01-06,https://sc.linkedin.com/jobs/view/rust-engineer-platform-trading-at-keyrock-4327776607?position=2&pageNum=0&refId=Ds1jUrfsGZ%2FwepTfHq4Dpw%3D%3D&trackingId=Fkdb6AMnIbG1GK0BHRdsxg%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Seychelles,2025-11-15,https://sc.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336145358?position=3&pageNum=0&refId=Ds1jUrfsGZ%2FwepTfHq4Dpw%3D%3D&trackingId=SYexeWmu0fn7tNyRGOoKVg%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Seychelles,2025-11-15,https://sc.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336145353?position=1&pageNum=0&refId=lk1PDFzBElq6Br66mQkO0g%3D%3D&trackingId=iZSRgzUIW6u%2BC9dl6aOsaA%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Seychelles,2025-11-15,https://sc.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336145358?position=2&pageNum=0&refId=lk1PDFzBElq6Br66mQkO0g%3D%3D&trackingId=E14PHBJCKXPx1mzyHhEDzg%3D%3D,LinkedIn
Assistant Reservation Manager,Raffles Hotels & Resorts,"Baie Sainte Anne, Baie Sainte Anne, Seychelles",2025-12-24,https://sc.linkedin.com/jobs/view/assistant-reservation-manager-at-raffles-hotels-resorts-4325522345?position=1&pageNum=0&refId=h%2FGaF536IG1toohZkl3D9A%3D%3D&trackingId=zJQfjOnfoGqBAxYECgsCHA%3D%3D,LinkedIn
Director of Finance & Business Support,Raffles Hotels & Resorts,"Baie Sainte Anne, Baie Sainte Anne, Seychelles",2025-12-21,https://sc.linkedin.com/jobs/view/director-of-finance-business-support-at-raffles-hotels-resorts-4295333533?position=2&pageNum=0&refId=h%2FGaF536IG1toohZkl3D9A%3D%3D&trackingId=zi%2BvPiyDdpmuEkZgduJq4g%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Seychelles,2025-11-15,https://sc.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336145353?position=3&pageNum=0&refId=h%2FGaF536IG1toohZkl3D9A%3D%3D&trackingId=0MsvvuueKgOjWXcVlo725Q%3D%3D,LinkedIn
**** *******,*** **********,"********, **********",2025-12-16,https://sc.linkedin.com/jobs/view/vass-analyst-at-fsa-seychelles-4343854262?position=4&pageNum=0&refId=h%2FGaF536IG1toohZkl3D9A%3D%3D&trackingId=usfW%2FfyEWogpgluWgPo2Uw%3D%3D,LinkedIn
**** *********,******** **********,**********,2025-11-15,https://sc.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336145358?position=5&pageNum=0&refId=h%2FGaF536IG1toohZkl3D9A%3D%3D&trackingId=pxT%2FDmNr7JuHemz8wY8wpw%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Seychelles,2025-11-15,https://sc.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336145353?position=1&pageNum=0&refId=gZW6EttbBT2pZ1bWJNqMFQ%3D%3D&trackingId=F1G03EcaukydeugG0a1xUw%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Seychelles,2025-11-15,https://sc.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336145353?position=1&pageNum=0&refId=dxQ14K14M9fJJE9YbsVKQg%3D%3D&trackingId=FEodTEQoEi07tXTSvfPQxA%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Burundi,2025-11-15,https://bi.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105512?position=1&pageNum=0&refId=muGVRmNmSA5I3h5YRUf53Q%3D%3D&trackingId=qWn5Ozu8EtpsKde0Ma%2F1lw%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Burundi,2025-11-15,https://bi.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336294958?position=2&pageNum=0&refId=muGVRmNmSA5I3h5YRUf53Q%3D%3D&trackingId=cumb%2BDBekfC1JxCBEMzr7w%3D%3D,LinkedIn
Zoho Developer,Odixcity Consulting,Burundi,2025-12-22,https://bi.linkedin.com/jobs/view/zoho-developer-at-odixcity-consulting-4345832262?position=3&pageNum=0&refId=muGVRmNmSA5I3h5YRUf53Q%3D%3D&trackingId=lGjYACdenoRJmSlTOyJovQ%3D%3D,LinkedIn
****** *********,******** **********,*******,2025-11-14,https://bi.linkedin.com/jobs/view/python-developer-at-odixcity-consulting-4335936872?position=4&pageNum=0&refId=muGVRmNmSA5I3h5YRUf53Q%3D%3D&trackingId=6%2BnpVL6OeJGMk7SjXeKsnQ%3D%3D,LinkedIn
***** ********,******** **********,*******,2025-11-15,https://bi.linkedin.com/jobs/view/cloud-engineer-at-odixcity-consulting-4336294961?position=5&pageNum=0&refId=muGVRmNmSA5I3h5YRUf53Q%3D%3D&trackingId=ux9Q%2BGumJItE%2F1AqzR4kJQ%3D%3D,LinkedIn
******* ******** ******,******** **********,*******,2025-11-14,https://bi.linkedin.com/jobs/view/machine-learning-expert-at-odixcity-consulting-4335907006?position=6&pageNum=0&refId=muGVRmNmSA5I3h5YRUf53Q%3D%3D&trackingId=8NG%2BET9WCwPi%2B6MXroriyw%3D%3D,LinkedIn
*** ********,******** **********,*******,2025-11-14,https://bi.linkedin.com/jobs/view/nlp-engineer-at-odixcity-consulting-4336066439?position=7&pageNum=0&refId=muGVRmNmSA5I3h5YRUf53Q%3D%3D&trackingId=U7ZOSiul4xwLloHBoYxSiQ%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Burundi,2025-11-15,https://bi.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105512?position=1&pageNum=0&refId=rMFdF26WUuH5EAE96mecNg%3D%3D&trackingId=2gOUdUJo%2B54%2FAShZ23pSHA%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Burundi,2025-11-15,https://bi.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336294958?position=2&pageNum=0&refId=rMFdF26WUuH5EAE96mecNg%3D%3D&trackingId=hm4kDCR3p8X54Np24d9s0A%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Burundi,2025-11-15,https://bi.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105512?position=1&pageNum=0&refId=LaAX%2F55XB26VQkn0rBzUOg%3D%3D&trackingId=P8bILms0mfa0QGvEdkOp2Q%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Burundi,2025-11-15,https://bi.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336294958?position=2&pageNum=0&refId=LaAX%2F55XB26VQkn0rBzUOg%3D%3D&trackingId=GUpzNpA9jVn1sc1FwfcI8Q%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Burundi,2025-11-15,https://bi.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105512?position=1&pageNum=0&refId=6dn0Mbmpzt%2FU0cIkHnAraA%3D%3D&trackingId=nhZAncb%2F%2B%2BwfN3tlCVT%2BFw%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Burundi,2025-11-15,https://bi.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336294958?position=2&pageNum=0&refId=6dn0Mbmpzt%2FU0cIkHnAraA%3D%3D&trackingId=VVQC7Arogx75lMLZBwmpgA%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Burundi,2025-11-15,https://bi.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105512?position=1&pageNum=0&refId=FXBukb3%2BqbgT2K3NJqpRKg%3D%3D&trackingId=PcZr6VU5YZUUdyX6IQef1w%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Burundi,2025-11-15,https://bi.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105512?position=1&pageNum=0&refId=yHRtYT%2F3TNSKfXCWoD8rMA%3D%3D&trackingId=a6RMrTfBKMpqRTkths8nKw%3D%3D,LinkedIn
Surveyor,UNOPS,"Juba, Central Equatoria, South Sudan",2025-12-30,https://www.linkedin.com/jobs/view/surveyor-at-unops-4329225436?position=1&pageNum=0&refId=WIWi%2FHXh3gyUaw4GGcotYA%3D%3D&trackingId=1CpW1YEbMiwfUt52dtaBDA%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Djibouti,2025-11-15,https://dj.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105511?position=1&pageNum=0&refId=XprqymaTLSTOmiRL0ZT0WA%3D%3D&trackingId=%2BO48Byrh3eFBcUmD7I9cHg%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Djibouti,2025-11-15,https://dj.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336155402?position=2&pageNum=0&refId=XprqymaTLSTOmiRL0ZT0WA%3D%3D&trackingId=NNW7SwvHKYzFP4KR2l9NyA%3D%3D,LinkedIn
Zoho Developer,Odixcity Consulting,Djibouti,2025-12-22,https://dj.linkedin.com/jobs/view/zoho-developer-at-odixcity-consulting-4345763943?position=3&pageNum=0&refId=XprqymaTLSTOmiRL0ZT0WA%3D%3D&trackingId=o2SHj%2FiveRkVXboI%2FAdCMg%3D%3D,LinkedIn
****** *********,******** **********,********,2025-11-14,https://dj.linkedin.com/jobs/view/python-developer-at-odixcity-consulting-4336056589?position=4&pageNum=0&refId=XprqymaTLSTOmiRL0ZT0WA%3D%3D&trackingId=4XDKayq9pawNf7zLiRe4qw%3D%3D,LinkedIn
***** ********,******** **********,********,2025-11-15,https://dj.linkedin.com/jobs/view/cloud-engineer-at-odixcity-consulting-4336095416?position=5&pageNum=0&refId=XprqymaTLSTOmiRL0ZT0WA%3D%3D&trackingId=nl8H9Svv%2FIZ6YGFM4HLM6w%3D%3D,LinkedIn
******* ******** ******,******** **********,********,2025-11-14,https://dj.linkedin.com/jobs/view/machine-learning-expert-at-odixcity-consulting-4336046487?position=6&pageNum=0&refId=XprqymaTLSTOmiRL0ZT0WA%3D%3D&trackingId=pDh01fnfdoGy0umajGpf%2FA%3D%3D,LinkedIn
*** ********,******** **********,********,2025-11-15,https://dj.linkedin.com/jobs/view/nlp-engineer-at-odixcity-consulting-4336215065?position=7&pageNum=0&refId=XprqymaTLSTOmiRL0ZT0WA%3D%3D&trackingId=ohmuYBnHVemNitC41j7yDQ%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Djibouti,2025-11-15,https://dj.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105511?position=1&pageNum=0&refId=GhM3VXZdbiT1unS8CaHp9w%3D%3D&trackingId=KVpgmzcJmdFELAzbQWNJew%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Djibouti,2025-11-15,https://dj.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336155402?position=2&pageNum=0&refId=GhM3VXZdbiT1unS8CaHp9w%3D%3D&trackingId=T1MkdkHpiwmBd5M8B2tcdA%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Djibouti,2025-11-15,https://dj.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105511?position=1&pageNum=0&refId=fkleJ1rLdy3Cf%2F6Yb8fg5A%3D%3D&trackingId=cOAriMdWWtuKm6qIqCVhQQ%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Djibouti,2025-11-15,https://dj.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336155402?position=2&pageNum=0&refId=fkleJ1rLdy3Cf%2F6Yb8fg5A%3D%3D&trackingId=RuahcZp76CHkIxn9RpSV%2Bg%3D%3D,LinkedIn
DLA: Site Manager (Contingency Hire),"KBR, Inc.","Djibouti, Djibouti, Djibouti",2025-12-29,https://dj.linkedin.com/jobs/view/dla-site-manager-contingency-hire-at-kbr-inc-4318524838?position=1&pageNum=0&refId=XQM8zCCXJUEYcl%2Bn%2F%2FM0XA%3D%3D&trackingId=QtF6yHbKDqvWNBPGAzS4EA%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Djibouti,2025-11-15,https://dj.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105511?position=2&pageNum=0&refId=XQM8zCCXJUEYcl%2Bn%2F%2FM0XA%3D%3D&trackingId=wA45utRy9Qn1O1jx%2BZR1LA%3D%3D,LinkedIn
Data Scientist,Odixcity Consulting,Djibouti,2025-11-15,https://dj.linkedin.com/jobs/view/data-scientist-at-odixcity-consulting-4336155402?position=3&pageNum=0&refId=XQM8zCCXJUEYcl%2Bn%2F%2FM0XA%3D%3D&trackingId=hdfFeMA4FODcaqTMUOh1vQ%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Djibouti,2025-11-15,https://dj.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105511?position=1&pageNum=0&refId=j4QScERrUu6G7iQkLWF6fA%3D%3D&trackingId=iRizEF5GU1fC9spz56OdJQ%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Djibouti,2025-11-15,https://dj.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105511?position=1&pageNum=0&refId=kSl974Grfp6HGHe%2FKDWCmw%3D%3D&trackingId=1JMptZ9PKiue8yksAe8lnA%3D%3D,LinkedIn
Data Analyst,Odixcity Consulting,Eritrea,2025-11-15,https://er.linkedin.com/jobs/view/data-analyst-at-odixcity-consulting-4336105501?position=1&pageNum=0&refId=%2FRdkFR75KLpULfRwkUMfhg%3D%3D&trackingId=WojcU5VIBwUPcEJ9k62fRw%3D%3D,LinkedIn
